date,state,index,dataPoint,candidate,percentage
2020.2.2,US,win,3,3rd Party,0.0
2020.2.3,Alabama,win,1,Trump,99.9
2020.2.3,Alaska,win,1,Trump,90.0
2020.2.3,Arizona,win,1,Trump,61.1
2020.2.3,Arkansas,win,1,Trump,99.9
2020.2.3,California,win,1,Trump,0.1
2020.2.3,Colorado,win,1,Trump,24.9
2020.2.3,Connecticut,win,1,Trump,6.9
2020.2.3,Delaware,win,1,Trump,7.9
2020.2.3,Florida,win,1,Trump,55.0
2020.2.3,Georgia,win,1,Trump,69.8
2020.2.3,Hawaii,win,1,Trump,0.0
2020.2.3,Idaho,win,1,Trump,100.0
2020.2.3,Illinois,win,1,Trump,5.9
2020.2.3,Indiana,win,1,Trump,94.2
2020.2.3,Iowa,win,1,Trump,66.2
2020.2.3,Kansas,win,1,Trump,96.3
2020.2.3,Kentucky,win,1,Trump,99.9
2020.2.3,Louisiana,win,1,Trump,98.4
2020.2.3,Maine,win,1,Trump,29.4
2020.2.3,Maryland,win,1,Trump,0.2
2020.2.3,Massachusetts,win,1,Trump,0.1
2020.2.3,Michigan,win,1,Trump,41.5
2020.2.3,Minnesota,win,1,Trump,33.0
2020.2.3,Mississippi,win,1,Trump,94.4
2020.2.3,Missouri,win,1,Trump,93.1
2020.2.3,Montana,win,1,Trump,92.7
2020.2.3,Nebraska,win,1,Trump,99.7
2020.2.3,Nevada,win,1,Trump,41.1
2020.2.3,New Hampshire,win,1,Trump,36.8
2020.2.3,New Jersey,win,1,Trump,9.7
2020.2.3,New Mexico,win,1,Trump,18.1
2020.2.3,New York,win,1,Trump,1.5
2020.2.3,North Carolina,win,1,Trump,57.8
2020.2.3,North Dakota,win,1,Trump,100.0
2020.2.3,Ohio,win,1,Trump,69.3
2020.2.3,Oklahoma,win,1,Trump,100.0
2020.2.3,Oregon,win,1,Trump,14.1
2020.2.3,Pennsylvania,win,1,Trump,47.0
2020.2.3,Rhode Island,win,1,Trump,4.2
2020.2.3,South Carolina,win,1,Trump,88.2
2020.2.3,South Dakota,win,1,Trump,99.8
2020.2.3,Tennessee,win,1,Trump,99.1
2020.2.3,Texas,win,1,Trump,78.9
2020.2.3,Utah,win,1,Trump,99.6
2020.2.3,Vermont,win,1,Trump,0.0
2020.2.3,Virginia,win,1,Trump,29.9
2020.2.3,Washington,win,1,Trump,9.4
2020.2.3,West Virginia,win,1,Trump,100.0
2020.2.3,Wisconsin,win,1,Trump,51.0
2020.2.3,Wyoming,win,1,Trump,100.0
2020.2.3,District of Columbia,win,1,Trump,0.0
2020.2.3,Maine-1,win,1,Trump,8.6
2020.2.3,Maine-2,win,1,Trump,59.8
2020.2.3,Nebraska-1,win,1,Trump,96.1
2020.2.3,Nebraska-2,win,1,Trump,58.3
2020.2.3,Nebraska-3,win,1,Trump,100.0
2020.2.3,US,win,1,Trump,46.8
2020.2.3,Alabama,win,1,Democrats,0.1
2020.2.3,Alaska,win,1,Democrats,10.0
2020.2.3,Arizona,win,1,Democrats,38.9
2020.2.3,Arkansas,win,1,Democrats,0.1
2020.2.3,California,win,1,Democrats,99.9
2020.2.3,Colorado,win,1,Democrats,75.1
2020.2.3,Connecticut,win,1,Democrats,93.1
2020.2.3,Delaware,win,1,Democrats,92.1
2020.2.3,Florida,win,1,Democrats,45.0
2020.2.3,Georgia,win,1,Democrats,30.2
2020.2.3,Hawaii,win,1,Democrats,100.0
2020.2.3,Idaho,win,1,Democrats,0.0
2020.2.3,Illinois,win,1,Democrats,94.1
2020.2.3,Indiana,win,1,Democrats,5.8
2020.2.3,Iowa,win,1,Democrats,33.8
2020.2.3,Kansas,win,1,Democrats,3.7
2020.2.3,Kentucky,win,1,Democrats,0.1
2020.2.3,Louisiana,win,1,Democrats,1.6
2020.2.3,Maine,win,1,Democrats,70.6
2020.2.3,Maryland,win,1,Democrats,99.8
2020.2.3,Massachusetts,win,1,Democrats,99.9
2020.2.3,Michigan,win,1,Democrats,58.5
2020.2.3,Minnesota,win,1,Democrats,67.0
2020.2.3,Mississippi,win,1,Democrats,5.6
2020.2.3,Missouri,win,1,Democrats,6.9
2020.2.3,Montana,win,1,Democrats,7.3
2020.2.3,Nebraska,win,1,Democrats,0.3
2020.2.3,Nevada,win,1,Democrats,58.9
2020.2.3,New Hampshire,win,1,Democrats,63.2
2020.2.3,New Jersey,win,1,Democrats,90.3
2020.2.3,New Mexico,win,1,Democrats,81.9
2020.2.3,New York,win,1,Democrats,98.5
2020.2.3,North Carolina,win,1,Democrats,42.2
2020.2.3,North Dakota,win,1,Democrats,0.0
2020.2.3,Ohio,win,1,Democrats,30.7
2020.2.3,Oklahoma,win,1,Democrats,0.0
2020.2.3,Oregon,win,1,Democrats,85.9
2020.2.3,Pennsylvania,win,1,Democrats,53.0
2020.2.3,Rhode Island,win,1,Democrats,95.8
2020.2.3,South Carolina,win,1,Democrats,11.8
2020.2.3,South Dakota,win,1,Democrats,0.2
2020.2.3,Tennessee,win,1,Democrats,0.9
2020.2.3,Texas,win,1,Democrats,21.1
2020.2.3,Utah,win,1,Democrats,0.4
2020.2.3,Vermont,win,1,Democrats,100.0
2020.2.3,Virginia,win,1,Democrats,70.1
2020.2.3,Washington,win,1,Democrats,90.6
2020.2.3,West Virginia,win,1,Democrats,0.0
2020.2.3,Wisconsin,win,1,Democrats,49.0
2020.2.3,Wyoming,win,1,Democrats,0.0
2020.2.3,District of Columbia,win,1,Democrats,100.0
2020.2.3,Maine-1,win,1,Democrats,91.4
2020.2.3,Maine-2,win,1,Democrats,40.2
2020.2.3,Nebraska-1,win,1,Democrats,3.9
2020.2.3,Nebraska-2,win,1,Democrats,41.7
2020.2.3,Nebraska-3,win,1,Democrats,0.0
2020.2.3,US,win,1,Democrats,53.2
2020.2.3,Alabama,win,1,3rd Party,0.0
2020.2.3,Alaska,win,1,3rd Party,0.0
2020.2.3,Arizona,win,1,3rd Party,0.0
2020.2.3,Arkansas,win,1,3rd Party,0.0
2020.2.3,California,win,1,3rd Party,0.0
2020.2.3,Colorado,win,1,3rd Party,0.0
2020.2.3,Connecticut,win,1,3rd Party,0.0
2020.2.3,Delaware,win,1,3rd Party,0.0
2020.2.3,Florida,win,1,3rd Party,0.0
2020.2.3,Georgia,win,1,3rd Party,0.0
2020.2.3,Hawaii,win,1,3rd Party,0.0
2020.2.3,Idaho,win,1,3rd Party,0.0
2020.2.3,Illinois,win,1,3rd Party,0.0
2020.2.3,Indiana,win,1,3rd Party,0.0
2020.2.3,Iowa,win,1,3rd Party,0.0
2020.2.3,Kansas,win,1,3rd Party,0.0
2020.2.3,Kentucky,win,1,3rd Party,0.0
2020.2.3,Louisiana,win,1,3rd Party,0.0
2020.2.3,Maine,win,1,3rd Party,0.0
2020.2.3,Maryland,win,1,3rd Party,0.0
2020.2.3,Massachusetts,win,1,3rd Party,0.0
2020.2.3,Michigan,win,1,3rd Party,0.0
2020.2.3,Minnesota,win,1,3rd Party,0.0
2020.2.3,Mississippi,win,1,3rd Party,0.0
2020.2.3,Missouri,win,1,3rd Party,0.0
2020.2.3,Montana,win,1,3rd Party,0.0
2020.2.3,Nebraska,win,1,3rd Party,0.0
2020.2.3,Nevada,win,1,3rd Party,0.0
2020.2.3,New Hampshire,win,1,3rd Party,0.0
2020.2.3,New Jersey,win,1,3rd Party,0.0
2020.2.3,New Mexico,win,1,3rd Party,0.0
2020.2.3,New York,win,1,3rd Party,0.0
2020.2.3,North Carolina,win,1,3rd Party,0.0
2020.2.3,North Dakota,win,1,3rd Party,0.0
2020.2.3,Ohio,win,1,3rd Party,0.0
2020.2.3,Oklahoma,win,1,3rd Party,0.0
2020.2.3,Oregon,win,1,3rd Party,0.0
2020.2.3,Pennsylvania,win,1,3rd Party,0.0
2020.2.3,Rhode Island,win,1,3rd Party,0.0
2020.2.3,South Carolina,win,1,3rd Party,0.0
2020.2.3,South Dakota,win,1,3rd Party,0.0
2020.2.3,Tennessee,win,1,3rd Party,0.0
2020.2.3,Texas,win,1,3rd Party,0.0
2020.2.3,Utah,win,1,3rd Party,0.0
2020.2.3,Vermont,win,1,3rd Party,0.0
2020.2.3,Virginia,win,1,3rd Party,0.0
2020.2.3,Washington,win,1,3rd Party,0.0
2020.2.3,West Virginia,win,1,3rd Party,0.0
2020.2.3,Wisconsin,win,1,3rd Party,0.0
2020.2.3,Wyoming,win,1,3rd Party,0.0
2020.2.3,District of Columbia,win,1,3rd Party,0.0
2020.2.3,Maine-1,win,1,3rd Party,0.0
2020.2.3,Maine-2,win,1,3rd Party,0.0
2020.2.3,Nebraska-1,win,1,3rd Party,0.0
2020.2.3,Nebraska-2,win,1,3rd Party,0.0
2020.2.3,Nebraska-3,win,1,3rd Party,0.0
2020.2.3,US,win,1,3rd Party,0.0
2020.2.3,Alabama,vote,1,Trump,62.5
2020.2.3,Alaska,vote,1,Trump,52.1
2020.2.3,Arizona,vote,1,Trump,49.5
2020.2.3,Arkansas,vote,1,Trump,62.4
2020.2.3,California,vote,1,Trump,34.1
2020.2.3,Colorado,vote,1,Trump,42.5
2020.2.3,Connecticut,vote,1,Trump,39.0
2020.2.3,Delaware,vote,1,Trump,39.6
2020.2.3,Florida,vote,1,Trump,49.5
2020.2.3,Georgia,vote,1,Trump,52.2
2020.2.3,Hawaii,vote,1,Trump,28.1
2020.2.3,Idaho,vote,1,Trump,64.1
2020.2.3,Illinois,vote,1,Trump,39.1
2020.2.3,Indiana,vote,1,Trump,57.3
2020.2.3,Iowa,vote,1,Trump,50.1
2020.2.3,Kansas,vote,1,Trump,57.3
2020.2.3,Kentucky,vote,1,Trump,62.8
2020.2.3,Louisiana,vote,1,Trump,59.5
2020.2.3,Maine,vote,1,Trump,43.3
2020.2.3,Maryland,vote,1,Trump,34.7
2020.2.3,Massachusetts,vote,1,Trump,32.3
2020.2.3,Michigan,vote,1,Trump,46.8
2020.2.3,Minnesota,vote,1,Trump,44.3
2020.2.3,Mississippi,vote,1,Trump,58.0
2020.2.3,Missouri,vote,1,Trump,57.3
2020.2.3,Montana,vote,1,Trump,55.2
2020.2.3,Nebraska,vote,1,Trump,61.2
2020.2.3,Nevada,vote,1,Trump,45.7
2020.2.3,New Hampshire,vote,1,Trump,45.7
2020.2.3,New Jersey,vote,1,Trump,39.7
2020.2.3,New Mexico,vote,1,Trump,41.1
2020.2.3,New York,vote,1,Trump,35.2
2020.2.3,North Carolina,vote,1,Trump,50.2
2020.2.3,North Dakota,vote,1,Trump,63.6
2020.2.3,Ohio,vote,1,Trump,51.4
2020.2.3,Oklahoma,vote,1,Trump,66.3
2020.2.3,Oregon,vote,1,Trump,39.4
2020.2.3,Pennsylvania,vote,1,Trump,47.7
2020.2.3,Rhode Island,vote,1,Trump,37.0
2020.2.3,South Carolina,vote,1,Trump,56.3
2020.2.3,South Dakota,vote,1,Trump,62.4
2020.2.3,Tennessee,vote,1,Trump,61.5
2020.2.3,Texas,vote,1,Trump,53.9
2020.2.3,Utah,vote,1,Trump,60.2
2020.2.3,Vermont,vote,1,Trump,29.6
2020.2.3,Virginia,vote,1,Trump,44.4
2020.2.3,Washington,vote,1,Trump,38.1
2020.2.3,West Virginia,vote,1,Trump,65.8
2020.2.3,Wisconsin,vote,1,Trump,48.0
2020.2.3,Wyoming,vote,1,Trump,69.6
2020.2.3,District of Columbia,vote,1,Trump,10.7
2020.2.3,Maine-1,vote,1,Trump,37.6
2020.2.3,Maine-2,vote,1,Trump,49.0
2020.2.3,Nebraska-1,vote,1,Trump,59.3
2020.2.3,Nebraska-2,vote,1,Trump,49.4
2020.2.3,Nebraska-3,vote,1,Trump,75.5
2020.2.3,US,win,2,Trump,46.6
2020.2.3,Alabama,vote,1,Democrats,34.4
2020.2.3,Alaska,vote,1,Democrats,36.3
2020.2.3,Arizona,vote,1,Democrats,45.9
2020.2.3,Arkansas,vote,1,Democrats,33.1
2020.2.3,California,vote,1,Democrats,60.5
2020.2.3,Colorado,vote,1,Democrats,51.5
2020.2.3,Connecticut,vote,1,Democrats,56.6
2020.2.3,Delaware,vote,1,Democrats,57.0
2020.2.3,Florida,vote,1,Democrats,47.9
2020.2.3,Georgia,vote,1,Democrats,45.5
2020.2.3,Hawaii,vote,1,Democrats,66.7
2020.2.3,Idaho,vote,1,Democrats,29.2
2020.2.3,Illinois,vote,1,Democrats,57.4
2020.2.3,Indiana,vote,1,Democrats,39.3
2020.2.3,Iowa,vote,1,Democrats,45.3
2020.2.3,Kansas,vote,1,Democrats,37.3
2020.2.3,Kentucky,vote,1,Democrats,33.9
2020.2.3,Louisiana,vote,1,Democrats,36.6
2020.2.3,Maine,vote,1,Democrats,50.2
2020.2.3,Maryland,vote,1,Democrats,61.6
2020.2.3,Massachusetts,vote,1,Democrats,61.3
2020.2.3,Michigan,vote,1,Democrats,49.5
2020.2.3,Minnesota,vote,1,Democrats,50.0
2020.2.3,Mississippi,vote,1,Democrats,39.3
2020.2.3,Missouri,vote,1,Democrats,39.6
2020.2.3,Montana,vote,1,Democrats,37.7
2020.2.3,Nebraska,vote,1,Democrats,34.0
2020.2.3,Nevada,vote,1,Democrats,48.8
2020.2.3,New Hampshire,vote,1,Democrats,49.9
2020.2.3,New Jersey,vote,1,Democrats,56.7
2020.2.3,New Mexico,vote,1,Democrats,53.5
2020.2.3,New York,vote,1,Democrats,59.5
2020.2.3,North Carolina,vote,1,Democrats,47.6
2020.2.3,North Dakota,vote,1,Democrats,30.2
2020.2.3,Ohio,vote,1,Democrats,44.4
2020.2.3,Oklahoma,vote,1,Democrats,31.3
2020.2.3,Oregon,vote,1,Democrats,53.8
2020.2.3,Pennsylvania,vote,1,Democrats,48.8
2020.2.3,Rhode Island,vote,1,Democrats,57.9
2020.2.3,South Carolina,vote,1,Democrats,40.5
2020.2.3,South Dakota,vote,1,Democrats,33.3
2020.2.3,Tennessee,vote,1,Democrats,35.7
2020.2.3,Texas,vote,1,Democrats,43.2
2020.2.3,Utah,vote,1,Democrats,31.5
2020.2.3,Vermont,vote,1,Democrats,63.0
2020.2.3,Virginia,vote,1,Democrats,51.9
2020.2.3,Washington,vote,1,Democrats,55.6
2020.2.3,West Virginia,vote,1,Democrats,30.9
2020.2.3,Wisconsin,vote,1,Democrats,47.7
2020.2.3,Wyoming,vote,1,Democrats,23.8
2020.2.3,District of Columbia,vote,1,Democrats,84.3
2020.2.3,Maine-1,vote,1,Democrats,57.3
2020.2.3,Maine-2,vote,1,Democrats,45.1
2020.2.3,Nebraska-1,vote,1,Democrats,35.7
2020.2.3,Nebraska-2,vote,1,Democrats,46.0
2020.2.3,Nebraska-3,vote,1,Democrats,20.0
2020.2.3,US,win,2,Democrats,49.2
2020.2.3,Alabama,vote,1,3rd Party,3.0
2020.2.3,Alaska,vote,1,3rd Party,11.4
2020.2.3,Arizona,vote,1,3rd Party,4.6
2020.2.3,Arkansas,vote,1,3rd Party,4.4
2020.2.3,California,vote,1,3rd Party,5.3
2020.2.3,Colorado,vote,1,3rd Party,5.9
2020.2.3,Connecticut,vote,1,3rd Party,4.4
2020.2.3,Delaware,vote,1,3rd Party,3.3
2020.2.3,Florida,vote,1,3rd Party,2.5
2020.2.3,Georgia,vote,1,3rd Party,2.2
2020.2.3,Hawaii,vote,1,3rd Party,5.1
2020.2.3,Idaho,vote,1,3rd Party,6.5
2020.2.3,Illinois,vote,1,3rd Party,3.4
2020.2.3,Indiana,vote,1,3rd Party,3.4
2020.2.3,Iowa,vote,1,3rd Party,4.5
2020.2.3,Kansas,vote,1,3rd Party,5.3
2020.2.3,Kentucky,vote,1,3rd Party,3.2
2020.2.3,Louisiana,vote,1,3rd Party,3.8
2020.2.3,Maine,vote,1,3rd Party,6.4
2020.2.3,Maryland,vote,1,3rd Party,3.6
2020.2.3,Massachusetts,vote,1,3rd Party,6.3
2020.2.3,Michigan,vote,1,3rd Party,3.5
2020.2.3,Minnesota,vote,1,3rd Party,5.6
2020.2.3,Mississippi,vote,1,3rd Party,2.6
2020.2.3,Missouri,vote,1,3rd Party,3.0
2020.2.3,Montana,vote,1,3rd Party,7.0
2020.2.3,Nebraska,vote,1,3rd Party,4.7
2020.2.3,Nevada,vote,1,3rd Party,5.4
2020.2.3,New Hampshire,vote,1,3rd Party,4.3
2020.2.3,New Jersey,vote,1,3rd Party,3.5
2020.2.3,New Mexico,vote,1,3rd Party,5.3
2020.2.3,New York,vote,1,3rd Party,5.2
2020.2.3,North Carolina,vote,1,3rd Party,2.0
2020.2.3,North Dakota,vote,1,3rd Party,6.1
2020.2.3,Ohio,vote,1,3rd Party,4.1
2020.2.3,Oklahoma,vote,1,3rd Party,2.2
2020.2.3,Oregon,vote,1,3rd Party,6.8
2020.2.3,Pennsylvania,vote,1,3rd Party,3.4
2020.2.3,Rhode Island,vote,1,3rd Party,5.0
2020.2.3,South Carolina,vote,1,3rd Party,3.1
2020.2.3,South Dakota,vote,1,3rd Party,4.2
2020.2.3,Tennessee,vote,1,3rd Party,2.7
2020.2.3,Texas,vote,1,3rd Party,2.8
2020.2.3,Utah,vote,1,3rd Party,8.2
2020.2.3,Vermont,vote,1,3rd Party,7.3
2020.2.3,Virginia,vote,1,3rd Party,3.5
2020.2.3,Washington,vote,1,3rd Party,6.2
2020.2.3,West Virginia,vote,1,3rd Party,3.1
2020.2.3,Wisconsin,vote,1,3rd Party,4.3
2020.2.3,Wyoming,vote,1,3rd Party,6.4
2020.2.3,District of Columbia,vote,1,3rd Party,4.8
2020.2.3,Maine-1,vote,1,3rd Party,5.0
2020.2.3,Maine-2,vote,1,3rd Party,5.8
2020.2.3,Nebraska-1,vote,1,3rd Party,4.9
2020.2.3,Nebraska-2,vote,1,3rd Party,4.5
2020.2.3,Nebraska-3,vote,1,3rd Party,4.5
2020.2.3,US,win,2,3rd Party,4.1
2020.2.3,US,win,3,Trump,252.7
2020.2.3,US,win,3,Democrats,285.3
2020.2.3,US,win,3,3rd Party,0.0
2020.2.4,Alabama,win,1,Trump,99.9
2020.2.4,Alaska,win,1,Trump,90.0
2020.2.4,Arizona,win,1,Trump,61.1
2020.2.4,Arkansas,win,1,Trump,99.9
2020.2.4,California,win,1,Trump,0.1
2020.2.4,Colorado,win,1,Trump,24.9
2020.2.4,Connecticut,win,1,Trump,6.9
2020.2.4,Delaware,win,1,Trump,7.9
2020.2.4,Florida,win,1,Trump,55.0
2020.2.4,Georgia,win,1,Trump,69.8
2020.2.4,Hawaii,win,1,Trump,0.0
2020.2.4,Idaho,win,1,Trump,100.0
2020.2.4,Illinois,win,1,Trump,5.9
2020.2.4,Indiana,win,1,Trump,94.2
2020.2.4,Iowa,win,1,Trump,66.1
2020.2.4,Kansas,win,1,Trump,96.3
2020.2.4,Kentucky,win,1,Trump,99.9
2020.2.4,Louisiana,win,1,Trump,98.4
2020.2.4,Maine,win,1,Trump,29.4
2020.2.4,Maryland,win,1,Trump,0.2
2020.2.4,Massachusetts,win,1,Trump,0.1
2020.2.4,Michigan,win,1,Trump,41.5
2020.2.4,Minnesota,win,1,Trump,33.0
2020.2.4,Mississippi,win,1,Trump,94.4
2020.2.4,Missouri,win,1,Trump,93.1
2020.2.4,Montana,win,1,Trump,92.7
2020.2.4,Nebraska,win,1,Trump,99.7
2020.2.4,Nevada,win,1,Trump,41.1
2020.2.4,New Hampshire,win,1,Trump,36.9
2020.2.4,New Jersey,win,1,Trump,9.7
2020.2.4,New Mexico,win,1,Trump,18.1
2020.2.4,New York,win,1,Trump,1.5
2020.2.4,North Carolina,win,1,Trump,57.9
2020.2.4,North Dakota,win,1,Trump,100.0
2020.2.4,Ohio,win,1,Trump,69.4
2020.2.4,Oklahoma,win,1,Trump,100.0
2020.2.4,Oregon,win,1,Trump,14.1
2020.2.4,Pennsylvania,win,1,Trump,47.0
2020.2.4,Rhode Island,win,1,Trump,4.2
2020.2.4,South Carolina,win,1,Trump,88.2
2020.2.4,South Dakota,win,1,Trump,99.8
2020.2.4,Tennessee,win,1,Trump,99.1
2020.2.4,Texas,win,1,Trump,78.9
2020.2.4,Utah,win,1,Trump,99.6
2020.2.4,Vermont,win,1,Trump,0.0
2020.2.4,Virginia,win,1,Trump,29.9
2020.2.4,Washington,win,1,Trump,9.5
2020.2.4,West Virginia,win,1,Trump,100.0
2020.2.4,Wisconsin,win,1,Trump,51.0
2020.2.4,Wyoming,win,1,Trump,100.0
2020.2.4,District of Columbia,win,1,Trump,0.0
2020.2.4,Maine-1,win,1,Trump,8.6
2020.2.4,Maine-2,win,1,Trump,59.8
2020.2.4,Nebraska-1,win,1,Trump,96.1
2020.2.4,Nebraska-2,win,1,Trump,58.3
2020.2.4,Nebraska-3,win,1,Trump,100.0
2020.2.4,US,win,1,Trump,47.7
2020.2.4,Alabama,win,1,Democrats,0.1
2020.2.4,Alaska,win,1,Democrats,10.0
2020.2.4,Arizona,win,1,Democrats,38.9
2020.2.4,Arkansas,win,1,Democrats,0.1
2020.2.4,California,win,1,Democrats,99.9
2020.2.4,Colorado,win,1,Democrats,75.1
2020.2.4,Connecticut,win,1,Democrats,93.1
2020.2.4,Delaware,win,1,Democrats,92.1
2020.2.4,Florida,win,1,Democrats,45.0
2020.2.4,Georgia,win,1,Democrats,30.2
2020.2.4,Hawaii,win,1,Democrats,100.0
2020.2.4,Idaho,win,1,Democrats,0.0
2020.2.4,Illinois,win,1,Democrats,94.1
2020.2.4,Indiana,win,1,Democrats,5.8
2020.2.4,Iowa,win,1,Democrats,33.9
2020.2.4,Kansas,win,1,Democrats,3.7
2020.2.4,Kentucky,win,1,Democrats,0.1
2020.2.4,Louisiana,win,1,Democrats,1.6
2020.2.4,Maine,win,1,Democrats,70.6
2020.2.4,Maryland,win,1,Democrats,99.8
2020.2.4,Massachusetts,win,1,Democrats,99.9
2020.2.4,Michigan,win,1,Democrats,58.5
2020.2.4,Minnesota,win,1,Democrats,67.0
2020.2.4,Mississippi,win,1,Democrats,5.6
2020.2.4,Missouri,win,1,Democrats,6.9
2020.2.4,Montana,win,1,Democrats,7.3
2020.2.4,Nebraska,win,1,Democrats,0.3
2020.2.4,Nevada,win,1,Democrats,58.9
2020.2.4,New Hampshire,win,1,Democrats,63.1
2020.2.4,New Jersey,win,1,Democrats,90.3
2020.2.4,New Mexico,win,1,Democrats,81.9
2020.2.4,New York,win,1,Democrats,98.5
2020.2.4,North Carolina,win,1,Democrats,42.1
2020.2.4,North Dakota,win,1,Democrats,0.0
2020.2.4,Ohio,win,1,Democrats,30.6
2020.2.4,Oklahoma,win,1,Democrats,0.0
2020.2.4,Oregon,win,1,Democrats,85.9
2020.2.4,Pennsylvania,win,1,Democrats,53.0
2020.2.4,Rhode Island,win,1,Democrats,95.8
2020.2.4,South Carolina,win,1,Democrats,11.8
2020.2.4,South Dakota,win,1,Democrats,0.2
2020.2.4,Tennessee,win,1,Democrats,0.9
2020.2.4,Texas,win,1,Democrats,21.1
2020.2.4,Utah,win,1,Democrats,0.4
2020.2.4,Vermont,win,1,Democrats,100.0
2020.2.4,Virginia,win,1,Democrats,70.1
2020.2.4,Washington,win,1,Democrats,90.5
2020.2.4,West Virginia,win,1,Democrats,0.0
2020.2.4,Wisconsin,win,1,Democrats,49.0
2020.2.4,Wyoming,win,1,Democrats,0.0
2020.2.4,District of Columbia,win,1,Democrats,100.0
2020.2.4,Maine-1,win,1,Democrats,91.4
2020.2.4,Maine-2,win,1,Democrats,40.2
2020.2.4,Nebraska-1,win,1,Democrats,3.9
2020.2.4,Nebraska-2,win,1,Democrats,41.7
2020.2.4,Nebraska-3,win,1,Democrats,0.0
2020.2.4,US,win,1,Democrats,52.3
2020.2.4,Alabama,win,1,3rd Party,0.0
2020.2.4,Alaska,win,1,3rd Party,0.0
2020.2.4,Arizona,win,1,3rd Party,0.0
2020.2.4,Arkansas,win,1,3rd Party,0.0
2020.2.4,California,win,1,3rd Party,0.0
2020.2.4,Colorado,win,1,3rd Party,0.0
2020.2.4,Connecticut,win,1,3rd Party,0.0
2020.2.4,Delaware,win,1,3rd Party,0.0
2020.2.4,Florida,win,1,3rd Party,0.0
2020.2.4,Georgia,win,1,3rd Party,0.0
2020.2.4,Hawaii,win,1,3rd Party,0.0
2020.2.4,Idaho,win,1,3rd Party,0.0
2020.2.4,Illinois,win,1,3rd Party,0.0
2020.2.4,Indiana,win,1,3rd Party,0.0
2020.2.4,Iowa,win,1,3rd Party,0.0
2020.2.4,Kansas,win,1,3rd Party,0.0
2020.2.4,Kentucky,win,1,3rd Party,0.0
2020.2.4,Louisiana,win,1,3rd Party,0.0
2020.2.4,Maine,win,1,3rd Party,0.0
2020.2.4,Maryland,win,1,3rd Party,0.0
2020.2.4,Massachusetts,win,1,3rd Party,0.0
2020.2.4,Michigan,win,1,3rd Party,0.0
2020.2.4,Minnesota,win,1,3rd Party,0.0
2020.2.4,Mississippi,win,1,3rd Party,0.0
2020.2.4,Missouri,win,1,3rd Party,0.0
2020.2.4,Montana,win,1,3rd Party,0.0
2020.2.4,Nebraska,win,1,3rd Party,0.0
2020.2.4,Nevada,win,1,3rd Party,0.0
2020.2.4,New Hampshire,win,1,3rd Party,0.0
2020.2.4,New Jersey,win,1,3rd Party,0.0
2020.2.4,New Mexico,win,1,3rd Party,0.0
2020.2.4,New York,win,1,3rd Party,0.0
2020.2.4,North Carolina,win,1,3rd Party,0.0
2020.2.4,North Dakota,win,1,3rd Party,0.0
2020.2.4,Ohio,win,1,3rd Party,0.0
2020.2.4,Oklahoma,win,1,3rd Party,0.0
2020.2.4,Oregon,win,1,3rd Party,0.0
2020.2.4,Pennsylvania,win,1,3rd Party,0.0
2020.2.4,Rhode Island,win,1,3rd Party,0.0
2020.2.4,South Carolina,win,1,3rd Party,0.0
2020.2.4,South Dakota,win,1,3rd Party,0.0
2020.2.4,Tennessee,win,1,3rd Party,0.0
2020.2.4,Texas,win,1,3rd Party,0.0
2020.2.4,Utah,win,1,3rd Party,0.0
2020.2.4,Vermont,win,1,3rd Party,0.0
2020.2.4,Virginia,win,1,3rd Party,0.0
2020.2.4,Washington,win,1,3rd Party,0.0
2020.2.4,West Virginia,win,1,3rd Party,0.0
2020.2.4,Wisconsin,win,1,3rd Party,0.0
2020.2.4,Wyoming,win,1,3rd Party,0.0
2020.2.4,District of Columbia,win,1,3rd Party,0.0
2020.2.4,Maine-1,win,1,3rd Party,0.0
2020.2.4,Maine-2,win,1,3rd Party,0.0
2020.2.4,Nebraska-1,win,1,3rd Party,0.0
2020.2.4,Nebraska-2,win,1,3rd Party,0.0
2020.2.4,Nebraska-3,win,1,3rd Party,0.0
2020.2.4,US,win,1,3rd Party,0.0
2020.2.4,Alabama,vote,1,Trump,62.5
2020.2.4,Alaska,vote,1,Trump,52.1
2020.2.4,Arizona,vote,1,Trump,49.5
2020.2.4,Arkansas,vote,1,Trump,62.4
2020.2.4,California,vote,1,Trump,34.1
2020.2.4,Colorado,vote,1,Trump,42.5
2020.2.4,Connecticut,vote,1,Trump,39.0
2020.2.4,Delaware,vote,1,Trump,39.6
2020.2.4,Florida,vote,1,Trump,49.5
2020.2.4,Georgia,vote,1,Trump,52.2
2020.2.4,Hawaii,vote,1,Trump,28.1
2020.2.4,Idaho,vote,1,Trump,64.1
2020.2.4,Illinois,vote,1,Trump,39.1
2020.2.4,Indiana,vote,1,Trump,57.3
2020.2.4,Iowa,vote,1,Trump,50.1
2020.2.4,Kansas,vote,1,Trump,57.3
2020.2.4,Kentucky,vote,1,Trump,62.8
2020.2.4,Louisiana,vote,1,Trump,59.5
2020.2.4,Maine,vote,1,Trump,43.3
2020.2.4,Maryland,vote,1,Trump,34.7
2020.2.4,Massachusetts,vote,1,Trump,32.3
2020.2.4,Michigan,vote,1,Trump,46.9
2020.2.4,Minnesota,vote,1,Trump,44.3
2020.2.4,Mississippi,vote,1,Trump,58.0
2020.2.4,Missouri,vote,1,Trump,57.3
